Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun,class_plus
3300055390_925,3300055390_925__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,81.53,0.80368,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__,s__,3300055390_925__dereplicated_genomes,k__Bacteria,2258,188,117,25,158,5,0,0,0,92.68,3.7,11,0.016283521225231974,0,6435455,94214,15251,11895.480591497228,541,541,5469,94214,0.5780940120007054,15251,0.8578955178771354,11895.480591497228,6.435455,0.17639845132222307,0.7681504189275,0.2575332073510092,0.2848170871995658,0.9195210935487688,0.9325948531726849,0.0163745310810804,0.018422703999999998,0.020137053325,0.051921025,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300055390_83,3300055390_83__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__,-,-,-,-,-,GCA_021802595.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sp021802595,86.47,0.576,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021802945.1, s__Thiobacillus sp021...",64.83,0.97452,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__Thiobacillus,s__,3300055390_83__dereplicated_genomes,c__Betaproteobacteria,235,419,211,110,300,9,0,0,0,78.34,2.49,11,0.025451296733725245,0,2472332,93485,14204,10431.780590717299,237,237,2597,93485,0.6408504197656302,14204,0.9185687844512792,10431.780590717299,2.472332,0.8413584739131661,0.9680145882656858,0.0020468741765407358,0.009884104782573393,0.000503263361008598,0.002396585000647975,-0.5894831189188945,0.0561717335,0.081487237,0.23132281,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300060607_787,3300060607_787__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA4054;s__,-,-,-,-,-,GCA_002383495.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA4054;s__UBA4054 sp002383495,79,0.338,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,84.13,0.85218,-,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__UBA4778,g__UBA4054,s__,3300060607_787__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,31,215,1,0,0,0,83.87,0.65,11,0.018144567753360135,0,2469742,68521,14510,11124.963963963964,222,222,2451,68521,0.5516122736706911,14510,0.8898917376794823,11124.963963963964,2.469742,0.45873098453354355,0.9439272181747915,0.045733626021807354,0.06773007590772855,0.019961448932699702,0.03316716576276836,0.3930899404231948,0.013340656,0.014761562694444449,0.035277024,d__Bacteria;p__Desulfobacterota;c__Syntrophia;
3300060478_1126,3300060478_1126__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,82.16,0.80832,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__,s__,3300060478_1126__dereplicated_genomes,k__Bacteria,2258,188,117,27,150,11,0,0,0,81.57,4.56,11,0.017950539131554453,0,5411634,40857,8656,7654.3620933521925,707,707,4820,40857,0.6204471699305607,8656,0.8344736543528258,7654.3620933521925,5.411634,0.7484017894222018,0.9605180220828018,0.014522022488527452,0.030322393939438107,0.011547618228965027,0.022524349006522094,0.4266999286754717,0.0142865855,0.013716929602777777,0.046321083,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300055390_580,3300055390_580__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,73.6,0.83255,-,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__,s__,3300055390_580__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,40,207,0,0,0,0,80.84,0.0,11,0.022813277545146945,0,2912992,23474,7326,6681.174311926606,436,436,2923,23474,0.7414431622194637,7326,0.9178552498599378,6681.174311926606,2.912992,0.00021519637296410067,0.04605202381431755,0.3461750140652817,0.37040726504985144,0.4188089456600187,0.4680162630352167,-0.1375460610810754,0.044782205000000005,0.05224329803888888,0.1369155,d__Bacteria;p__Myxococcota;c__Myxococcia;
3300067053_392,3300067053_392__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__BSN033;o__BSN033;f__UBA1163;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,89.49,0.75858,-,d__Bacteria,p__Desulfobacterota_F,c__BSN033,o__BSN033,f__UBA1163,g__,s__,3300067053_392__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,16,226,4,1,0,0,89.68,3.87,11,0.009495193864767255,0,5466128,372048,110898,67483.06172839506,81,81,4951,372048,0.5361147781391142,110898,0.8606080940658543,67483.06172839506,5.466128,0.2063420176745616,0.769317681457568,0.0023360137934359242,0.009899147560302728,0.0008598964332504258,0.0032320521426017048,0.5632838691891658,0.046404472,0.049865896916666666,0.11402645,d__Bacteria;p__Desulfobacterota_F;c__BSN033;
3300060607_409,3300060607_409__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__,-,-,-,-,-,-,-,-,-,ANI,-,"GCA_023488905.1, s__PALSA-986 sp023488...",55.29,0.95428,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,s__,3300060607_409__dereplicated_genomes,k__Archaea,207,149,107,37,104,8,0,0,0,80.91,5.84,11,0.015580664022315192,0,1278388,51729,15107,10926.393162393162,117,117,1403,51729,0.4649644708805151,15107,0.8772954689812482,10926.393162393162,1.278388,0.05677915950825388,0.4223756528876534,0.02690035983721666,0.04677732769921942,0.016222086659698022,0.028690302026242783,0.40608837081079396,0.012981451000000001,0.01759286154722222,0.056945942,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;
3300067053_1628,3300067053_1628__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__SM23-61;s__,-,-,-,-,-,GCA_013388675.1,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__SM23-61;s__SM23-61 sp013388675,83.3,0.655,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001304105.1, s__SM23-61 sp00130410...",86.28,0.93396,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota_F,c__SM23-61,o__SM23-61,f__SM23-61,g__SM23-61,s__,3300067053_1628__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,19,216,11,1,0,0,89.35,6.77,11,0.01889834943632602,0,6170641,74474,16245,11533.908411214954,535,535,5932,74474,0.5568556005769904,16245,0.8484734406036585,11533.908411214954,6.170641,0.9374578699925078,0.9791981895430706,0.0003509190615531412,0.009601841618471552,7.749745114899108e-05,0.002217164087207212,0.6680808681080803,0.06455118,0.05899498080833335,0.117226206,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;
3300060478_511,3300060478_511__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,GCA_017883305.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp017883305,84.9,0.67,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001775715.1, s__RBG-16-66-30 sp001...",78.27,0.95903,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300060478_511__dereplicated_genomes,k__Bacteria,2258,188,117,30,154,4,0,0,0,80.33,2.99,11,0.02838631997422627,0,2612859,37622,9460,7990.394495412844,327,327,2457,37622,0.6575980563819173,9460,0.9325455372831064,7990.394495412844,2.612859,0.6443698056370242,0.9605180220828018,0.05824522913845374,0.08041599377825226,0.01898500016452262,0.032116917274370285,0.39626365216214576,0.11832936250000001,0.11986645124999999,0.2806632,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;
3300060607_907,3300060607_907__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__CAIYOL01;s__,-,-,-,-,-,GCA_903927855.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__CAIYOL01;s__CAIYOL01 sp903927855,81.71,0.639,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,81.53,0.95302,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__SG8-4,g__CAIYOL01,s__,3300060607_907__dereplicated_genomes,k__Bacteria,2921,143,88,5,136,2,0,0,0,95.39,2.27,11,0.01587894926250923,0,2172335,57563,14770,11373.48167539267,191,191,1992,57563,0.4782360915788771,14770,0.8892951593561766,11373.48167539267,2.172335,0.4684512320990558,0.9502233523146724,0.0009489945266323103,0.009601841618471552,0.00021121965735883938,0.002217164087207212,0.626313673173675,0.012149879999999998,0.012798833722222222,0.04166428,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;
3300060607_1235,3300060607_1235__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_014894455.1, s__RBG-16-66-30 sp014...",69.39,0.9538,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__,3300060607_1235__dereplicated_genomes,k__Bacteria,2258,188,117,40,145,3,0,0,0,76.7,0.9,11,0.020879448763807023,0,2529963,38996,8925,7620.370481927711,332,332,2386,38996,0.626557384436057,8925,0.9259759925342782,7620.370481927711,2.529963,0.7500768336215946,0.9605180220828018,0.0020224341799779085,0.009884104782573393,0.0008598964332504258,0.0032320521426017048,0.5632838691891658,0.041702824,0.05454196142777778,0.22101559,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;
3300055390_1057,3300055390_1057__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,85.96,0.81507,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__SZUA-254,g__,s__,3300055390_1057__dereplicated_genomes,k__Bacteria,433,273,183,28,240,5,0,0,0,85.77,2.09,11,0.01893946225934073,0,2785776,64636,13149,10797.581395348838,258,258,2429,64636,0.44510254952300543,13149,0.9140250328813229,10797.581395348838,2.785776,0.8075776238294596,0.9605180220828018,0.017142809394360834,0.033968159355492765,0.007343804382217279,0.015483489042310321,0.45295838582473147,0.014418901500000001,0.014729640358333332,0.038200993,d__Bacteria;p__Bacteroidota;c__UBA10030;
3300055390_428,3300055390_428__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,95.71,0.88873,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__,s__,3300055390_428__dereplicated_genomes,k__Bacteria,433,273,183,5,264,4,0,0,0,97.8,1.91,11,0.01359578381639553,0,3342728,92235,30829,22895.397260273974,146,146,2951,92235,0.41552677932515,30829,0.9064569417553567,22895.397260273974,3.342728,0.8296842265036084,0.9649588286509359,0.023108981288456537,0.041732675069448937,0.014361426679788014,0.02638064643325867,0.4135707001008418,0.0146204665,0.014404769097222221,0.03887903,d__Bacteria;p__Bacteroidota;c__UBA10030;
3300060478_151,3300060478_151__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JAFGXF01;s__,-,-,-,-,-,GCA_016936755.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__JAFGXF01;s__JAFGXF01 sp016936755,78.43,0.219,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,81.63,0.96995,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__JAFGXF01,s__,3300060478_151__dereplicated_genomes,k__Bacteria,924,163,110,24,135,3,1,0,0,80.91,4.55,11,0.027803684360467172,0,2166576,69872,11438,9586.61946902655,226,226,2161,69872,0.5059665573697854,11438,0.9169085229412677,9586.61946902655,2.166576,0.823035684968642,0.9649588286509359,0.011507978348617443,0.026247936912056874,0.003881057815508839,0.009491958543073047,0.48796102621619597,0.03889682,0.047460253566666666,0.13964814,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300067053_190,3300067053_190__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CTSoil-045;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,86.95,0.90465,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA4823,g__CTSoil-045,s__,3300067053_190__dereplicated_genomes,k__Bacteria,924,163,110,15,142,6,0,0,0,88.18,4.24,11,0.03082687143909147,0,4313699,172759,27521,17186.051792828686,251,251,3986,172759,0.5388403316967642,27521,0.9281635088586385,17186.051792828686,4.313699,0.20967139620686048,0.769317681457568,0.09495479389674796,0.12204399936278718,0.27660843371319355,0.32258422242301593,0.1833947481081005,0.011440724999999999,0.015008791663888889,0.03836587,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300055390_796,3300055390_796__dereplicated_genomes,d__Bacteria;p__JAGLYR01;c__JAGLYR01;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,87.25,0.5087,-,d__Bacteria,p__JAGLYR01,c__JAGLYR01,o__,f__,g__,s__,3300055390_796__dereplicated_genomes,k__Bacteria,2993,147,91,6,139,2,0,0,0,95.54,0.2,11,0.012993113656770213,0,2229526,77854,12897,9865.159292035398,226,226,2014,77854,0.6357490336510989,12897,0.9355997642548237,9865.159292035398,2.229526,0.9996704265018634,0.9999058958679385,0.04001446245629341,0.06138419330212753,0.017763449858755574,0.03078039084836998,0.40044147152621196,0.01182967825,0.016689504805555554,0.16008572,d__Bacteria;p__JAGLYR01;c__JAGLYR01;
3300067053_295,3300067053_295__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,-,-,-,-,-,GCA_001797845.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp001797845,85.04,0.767,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002479215.1, s__UBA4810 sp00247921...",70.72,0.95348,Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA4810,s__,3300067053_295__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,44,185,18,0,0,0,77.31,7.06,11,0.02441836209813142,0,1953722,31281,8820,7372.535849056604,265,265,2041,31281,0.4332428052711696,8820,0.9045299177672156,7372.535849056604,1.953722,0.7804339752393532,0.9605180220828018,0.015249887039787765,0.0313795752549479,0.009393342950106682,0.019144527536407902,0.43883743297295474,0.021570133999999998,0.02128849736944444,0.057831272,d__Bacteria;p__Desulfobacterota;c__Syntrophia;
3300055390_536,3300055390_536__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JACPNS01;g__JACPNS01;s__,-,-,-,-,-,GCA_016213645.1,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JACPNS01;g__JACPNS01;s__JACPNS01 sp016213645,80.38,0.584,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016219715.1, s__JACPNS01 sp0162197...",90.92,0.93831,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__JACPNS01,g__JACPNS01,s__,3300055390_536__dereplicated_genomes,p__Actinobacteria,732,199,116,7,187,5,0,0,0,95.26,2.18,11,0.016797843108685026,0,1965605,70065,26953,19461.435643564357,101,101,1924,70065,0.6624906835300073,26953,0.9187527504254416,19461.435643564357,1.965605,0.18126914091513435,0.7681504189275,0.9111086784230225,0.9153861839555248,0.8803432358238964,0.9014040787861906,-0.026199249729728646,0.0153429715,0.016152104875000003,0.04464911,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;
3300060478_1064,3300060478_1064__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__,-,-,-,-,-,GCA_016934745.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__UBA2199 sp016934745,79.89,0.505,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018262835.1, s__UBA2199 sp01826283...",85.76,0.92348,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__UBA2199,f__UBA2199,g__UBA2199,s__,3300060478_1064__dereplicated_genomes,k__Bacteria,2258,188,117,19,166,3,0,0,0,88.19,2.56,11,0.037418068636642016,0,3084481,57912,16066,12487.777327935222,247,247,2889,57912,0.5081794959994891,16066,0.9169195725310028,12487.777327935222,3.084481,0.4818080666762363,0.9528154520223513,0.007922421148979597,0.019599978333891717,0.00282330655241396,0.0073251985130144415,0.5046604111520858,0.016361705,0.019413784663888888,0.059719115,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;
3300060607_286,3300060607_286__dereplicated_genomes,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__,-,-,-,-,-,GCA_017885175.1,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175,80.2,0.575,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002403295.1, s__SSS58A sp002403295...",88.58,0.91941,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__Krumholzibacteriales,f__Krumholzibacteriaceae,g__SSS58A,s__,3300060607_286__dereplicated_genomes,k__Bacteria,2993,147,91,4,141,2,0,0,0,96.7,2.2,11,0.01827220994603359,0,2556751,89102,26791,16181.968354430379,158,158,2280,89102,0.6156590923402396,26791,0.9296724632160113,16181.968354430379,2.556751,0.8393653752577753,0.9680145882656858,0.009057288191326947,0.022025678101635988,0.014361426679788014,0.02638064643325867,0.4135707001008418,0.024929652,0.0249516211,0.07188846,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;
3300067053_1505,3300067053_1505__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__JAFGFO01;s__,-,-,-,-,-,GCA_016931085.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__JAFGFO01;s__JAFGFO01 sp016931085,87.41,0.621,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,78.91,0.96576,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Fen-1058,f__Fen-1058,g__JAFGFO01,s__,3300067053_1505__dereplicated_genomes,k__Bacteria,924,163,110,17,134,12,0,0,0,85.45,8.03,11,0.02435500283796904,0,7012919,73017,14207,10739.539050535988,653,653,5626,73017,0.599328182743876,14207,0.9206962179372099,10739.539050535988,7.012919,0.6144099213687035,0.9605180220828018,0.005158255372597896,0.01565768297497801,0.004853409067620504,0.011351142518806425,0.4759345358303338,0.0122385855,0.012002684491666664,0.027742367,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300055390_1154,3300055390_1154__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__JAFDGP01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,65.14,0.88676,-,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__C00003060,f__C00003060,g__JAFDGP01,s__,3300055390_1154__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,69,176,2,0,0,0,76.12,1.29,11,0.016123426524153384,0,2733593,53903,10493,9051.632450331126,302,302,2764,53903,0.5433497232397069,10493,0.8666315724396426,9051.632450331126,2.733593,0.10424759957214864,0.6196940641233281,0.0064389476394265035,0.017779803804351894,0.002056290803144393,0.005828426912223843,0.5208441710607332,0.08149906600000001,0.08153926904999996,0.27608413,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;
3300067053_1220,3300067053_1220__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__FEN-336;s__,-,-,-,-,-,GCA_003155335.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__FEN-336;s__FEN-336 sp003155335,78.88,0.379,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,79.86,0.91209,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__FEN-336,s__,3300067053_1220__dereplicated_genomes,k__Bacteria,2258,188,117,32,148,7,1,0,0,86.57,6.84,11,0.02410289390863885,0,4689582,57505,11389,8815.003759398496,532,532,4106,57505,0.6866328384917888,11389,0.9159392031102133,8815.003759398496,4.689582,0.7669117589987068,0.9605180220828018,6.0252471422935314e-05,0.009601841618471552,1.1411427608148339e-05,0.002217164087207212,-0.7434037110810503,0.017236009,0.018772850599999995,0.037378322,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300055390_286,3300055390_286__dereplicated_genomes,d__Bacteria;p__JAGLYR01;c__JAGLYR01;o__JAGLYR01;f__JAGLYR01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,78.05,0.81545,-,d__Bacteria,p__JAGLYR01,c__JAGLYR01,o__JAGLYR01,f__JAGLYR01,g__,s__,3300055390_286__dereplicated_genomes,k__Bacteria,2993,147,91,13,130,4,0,0,0,88.46,3.85,11,0.01868886414334267,0,2607199,38889,8233,7303.078431372549,357,357,2346,38889,0.6809556922965988,8233,0.9095807416311528,7303.078431372549,2.607199,0.7462357792337263,0.9605180220828018,0.009320603459856863,0.022411338656285043,0.0027791640269581312,0.0073251985130144415,0.505475300123251,0.0103394575,0.012053930530555555,0.049571022,d__Bacteria;p__JAGLYR01;c__JAGLYR01;
3300055390_229,3300055390_229__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,69.41,0.82906,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__,s__,3300055390_229__dereplicated_genomes,k__Bacteria,5449,104,58,48,54,2,0,0,0,81.54,3.45,11,0.01421095240184618,0,6222540,128425,27807,18630.359281437126,334,334,5408,128425,0.7159712914661859,27807,0.9353722113477776,18630.359281437126,6.22254,0.8490360177730896,0.9716241059007549,0.000544024368803734,0.009601841618471552,0.00011061412407084332,0.002217164087207212,-0.654981243243216,0.037447338999999996,0.04444692975,0.09596278,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300055390_316,3300055390_316__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,66.87,0.91215,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__Fen-1064,g__,s__,3300055390_316__dereplicated_genomes,k__Bacteria,924,151,101,24,126,0,1,0,0,80.86,1.98,11,0.016917812840772352,0,1730642,24367,9546,8525.330049261083,203,203,1822,24367,0.464671491851001,9546,0.8739982041346506,8525.330049261083,1.730642,0.7508105323352522,0.9605180220828018,0.0077862793116516005,0.01948846517770108,0.002607671728237578,0.007063819618263819,0.5087576072669086,0.01047339875,0.012317193875,0.043953795,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300060607_994,3300060607_994__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,85.16,0.95084,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA4823,g__FEB-25,s__,3300060607_994__dereplicated_genomes,k__Bacteria,924,163,110,27,133,3,0,0,0,82.27,2.73,11,0.03217038670921424,4,3486378,105217,15687,12631.804347826086,276,276,3370,105217,0.46562130167331445,15687,0.8937527715009674,12631.789855072464,3.486378,0.8997241495453913,0.9791981895430706,0.0011311340849592575,0.009601841618471552,0.00023224135475277428,0.002217164087207212,0.6222321810810553,0.018863672999999997,0.03071332386666666,0.16338436,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
