Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun
3300067053_212,3300067053_212__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,-,-,-,-,-,GCA_002479215.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002479215,88.66,0.704,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_001797845.1, s__UBA4810 sp00179784...",86.16,0.95438,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA4810,s__,3300067053_212__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,21,224,2,0,0,0,89.03,1.29,11,0.027177627944608988,0,2205276,49830,15956,11856.322580645161,186,186,2193,49830,0.43858682541323624,15956,0.8903257460744143,11856.322580645161,2.205276,0.39738948343663605,0.9144231124240872,0.015741807761720867,0.03169588651264053,0.02329481730939511,0.03834685310931195,0.3831886863073335,0.0123072345,0.013643052030555554,0.04742048
3300060607_805,3300060607_805__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JADGHX01;s__,-,-,-,-,-,GCA_019683695.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__JADGHX01;s__JADGHX01 sp019683695,79.92,0.376,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,90.31,0.93669,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__JADGHX01,s__,3300060607_805__dereplicated_genomes,c__Gammaproteobacteria,67,481,276,34,421,25,1,0,0,90.51,7.64,11,0.019299748632498795,17,6276573,65659,15121,11069.79365079365,567,567,6065,65659,0.6426535507689248,15121,0.8869445157413129,11069.763668430334,6.276573,0.03626926711416796,0.3610057284852067,0.7225109028422518,0.7327835697073075,0.4505206134723482,0.4969660375416624,-0.12841737670020995,0.00610499315,0.011213757155555554,0.10596922
3300067053_1068,3300067053_1068__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,60.58,0.75312,Genome has more than 10.0% of markers with multiple hits,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,3300067053_1068__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,50,180,17,0,0,0,75.59,7.55,11,0.019556719023145982,0,3950603,75675,8711,8046.034623217923,491,491,3879,75675,0.5525579259672511,8711,0.8479505533712195,8046.034623217923,3.950603,0.38336595766059317,0.9015419224106257,0.19713354749082218,0.22620149685273966,0.16482118048561978,0.20447381231259498,-0.23579324756755776,0.0144431835,0.0140178173,0.025224658
3300060478_825,3300060478_825__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__UBA6901;s__,-,-,-,-,-,GCA_002451085.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__UBA6901;g__UBA6901;s__UBA6901 sp002451085,78.02,0.352,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,88.48,0.88401,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Acidiferrobacterales,f__UBA6901,g__UBA6901,s__,3300060478_825__dereplicated_genomes,p__Proteobacteria,1495,261,164,33,223,5,0,0,0,94.87,1.83,11,0.014692474996190525,0,3493737,165114,67310,37167.414893617024,94,94,3342,165114,0.6058999289299681,67310,0.8711354060136753,37167.414893617024,3.493737,0.8914652456503237,0.9791981895430706,0.0016145828083549425,0.00973297805599881,0.000349196492164796,0.0022990828067309802,-0.6058576499999748,0.0191393395,0.03421596957222222,0.09001919
3300060478_131,3300060478_131__dereplicated_genomes,d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__Profunditerraquicolaceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,68.88,0.83661,-,d__Bacteria,p__Omnitrophota,c__Koll11,o__GIF10,f__Profunditerraquicolaceae,g__,s__,3300060478_131__dereplicated_genomes,k__Bacteria,2921,152,93,24,124,4,0,0,0,77.42,3.76,11,0.025453113423520555,0,1359840,57763,8578,8142.754491017964,167,167,1373,57763,0.384117249088128,8578,0.9548064478173903,8142.754491017964,1.35984,0.4387907389401069,0.929582727653642,0.11020433674710689,0.1395486867685259,0.1118354257088637,0.145047158192102,0.2683536521079859,0.00180587175,0.0025998838055555557,0.036235202
3300055390_933,3300055390_933__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__DTMW01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,88.98,0.77437,-,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA10834,f__DTMW01,g__,s__,3300055390_933__dereplicated_genomes,p__Euryarchaeota,148,188,125,20,167,1,0,0,0,92.29,0.8,11,0.03321868133648321,0,1406227,46238,16806,12122.646551724138,116,116,1430,46238,0.5564023447139047,16806,0.9103181776484166,12122.646551724138,1.406227,0.48154111752930306,0.9528154520223513,0.020761427314407565,0.03846706013232224,0.016507376412430674,0.02907472059473386,0.40500864959296984,0.0086681285,0.016268715325000002,0.083004676
3300060607_244,3300060607_244__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Themoplasmata_A;o__DTKX01;f__VGTL01;g__VGTL01;s__,-,-,-,-,-,GCA_016874675.1,d__Archaea;p__Thermoplasmatota;c__Themoplasmata_A;o__DTKX01;f__VGTL01;g__VGTL01;s__VGTL01 sp016874675,77.91,0.304,taxonomic classification defined by topology and ANI,-,-,76.74,0.8246,-,d__Archaea,p__Thermoplasmatota,c__Themoplasmata_A,o__DTKX01,f__VGTL01,g__VGTL01,s__,3300060607_244__dereplicated_genomes,p__Euryarchaeota,148,188,125,36,151,0,1,0,0,79.37,0.8,11,0.021817839727619186,8,2353465,49987,16701,12007.474489795919,196,196,1827,49987,0.6088953399191063,16701,0.9114382410615837,12007.433673469388,2.353465,0.5055573209787125,0.9528154520223513,0.1669667627818522,0.19632355623800204,0.5848845684942856,0.6227129236705329,0.09172098609874546,0.019251034,0.018053868211111115,0.039210632
3300055390_235,3300055390_235__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,70.82,0.92029,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA5072,s__,3300055390_235__dereplicated_genomes,p__Bacteroidetes,350,316,210,78,235,3,0,0,0,75.01,1.43,11,0.022106852036323496,0,3468536,33680,7813,7136.905349794239,486,486,3157,33680,0.4344210352725184,7813,0.917310646336091,7136.905349794239,3.468536,0.6703109141828263,0.9605180220828018,0.0014187349414857184,0.009601841618471552,0.0003213625808906462,0.0022990828067309802,-0.6095249121707011,0.0203763645,0.025846918486111106,0.078747645
3300060478_1171,3300060478_1171__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_903940425.1, s__Fen-1467 sp9039404...",76.29,0.93348,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Fen-1467,s__,3300060478_1171__dereplicated_genomes,k__Bacteria,88,227,146,15,204,8,0,0,0,90.96,3.49,11,0.018789751759685426,0,4072803,61288,13929,10746.182058047494,379,379,3552,61288,0.6490559450088796,13929,0.8665199372520596,10746.182058047494,4.072803,0.011134835737333799,0.23828548477894332,0.017667366599628448,0.034371058657458986,0.005255964337550047,0.012159744521467135,0.4715864951351155,0.0091014645,0.014835955297222224,0.051589184
3300055390_762,3300055390_762__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,71.56,0.8885,-,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__UBA5794,f__UBA11373,g__,s__,3300055390_762__dereplicated_genomes,k__Bacteria,901,171,117,43,126,2,0,0,0,81.13,1.71,11,0.017007217701595096,0,1819725,43037,8803,7645.903361344538,238,238,1921,43037,0.7222371512179038,8803,0.9242577862039594,7645.903361344538,1.819725,0.3160542797868861,0.8796927370759939,0.020668817217055456,0.038461972908259714,0.015383104750126756,0.027663734592664923,0.40936327702701,0.0197139715,0.021594597000000007,0.07374691
3300060478_917,3300060478_917__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,73.31,0.90371,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-39,g__SG8-39,s__,3300060478_917__dereplicated_genomes,c__Betaproteobacteria,223,425,211,82,336,7,0,0,0,76.57,1.63,11,0.01824140947118473,0,2346901,32516,8598,7474.207006369426,314,314,2486,32516,0.6729623448113065,8598,0.9303153392495039,7474.207006369426,2.346901,0.057237822120289474,0.4223756528876534,0.44051101871057874,0.4584569786538613,0.20304348419026852,0.24688241827680377,-0.21614381027026128,0.06325535,0.06132024241666667,0.108175844
3300055390_185,3300055390_185__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018262835.1, s__UBA2199 sp01826283...",70.82,0.92543,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__UBA2199,f__UBA2199,g__UBA2199,s__,3300055390_185__dereplicated_genomes,k__Bacteria,2258,188,117,46,140,2,0,0,0,81.99,0.48,11,0.02380652235938774,0,3153164,70401,20698,14734.41121495327,214,214,2901,70401,0.586801384260381,20698,0.9211046428286,14734.41121495327,3.153164,0.022883059575353495,0.2823939325962692,0.19713354749082218,0.22620149685273966,0.3861917972347343,0.43612160743130945,-0.14737077972972362,0.0091898305,0.016961141411111113,0.06866578
3300060478_217,3300060478_217__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2232;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,86.67,0.84844,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__UBA2200,f__UBA2200,g__UBA2232,s__,3300060478_217__dereplicated_genomes,k__Bacteria,924,160,109,11,145,4,0,0,0,91.56,2.94,11,0.018895117419260848,0,4084260,189948,34233,22318.360655737706,183,183,3591,189948,0.6281458575115199,34233,0.8838227732808391,22318.360655737706,4.08426,0.572075743761346,0.9605180220828018,0.0018487203850016298,0.009884104782573393,0.0003934956370868151,0.0023391129537938455,0.5991017237249812,0.00307580735,0.005776328775,0.046872374
3300060607_129,3300060607_129__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,68.0,0.89526,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5629,g__,s__,3300060607_129__dereplicated_genomes,k__Bacteria,924,151,101,37,113,1,0,0,0,81.85,0.99,11,0.03700236419399478,0,2069793,79250,25811,13985.087837837838,148,148,2067,79250,0.5292901270803408,25811,0.9214530148667041,13985.087837837838,2.069793,0.3787073660872972,0.9004819593631289,0.04494509332264278,0.06720250623967061,0.13007589234254247,0.16718463039822276,0.255459124204889,0.0131113095,0.017034855930555554,0.04871946
3300067053_750,3300067053_750__dereplicated_genomes,d__Bacteria;p__AABM5-125-24;c__RPQS01;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,76.84,0.47571,-,d__Bacteria,p__AABM5-125-24,c__RPQS01,o__,f__,g__,s__,3300067053_750__dereplicated_genomes,k__Bacteria,2993,147,91,18,128,1,0,0,0,87.46,1.1,11,0.014229731722108481,0,3088863,48227,11551,9504.193846153847,325,325,2677,48227,0.45637245808570986,11551,0.9028642578191393,9504.193846153847,3.088863,0.6335900393650318,0.9605180220828018,0.018772770205812483,0.035395355277919566,0.14944699478405668,0.1886823414972751,0.24322111744167918,0.00455645415,0.005369753148888889,0.018398972
3300055390_867,3300055390_867__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__UBA2185;s__,-,-,-,-,-,GCA_017885225.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__UBA2185;s__UBA2185 sp017885225,89.74,0.673,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_003508565.1, s__UBA2185 sp00350856...",83.71,0.96919,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__UBA2185,g__UBA2185,s__,3300055390_867__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,31,207,8,1,0,0,89.57,5.59,11,0.02295249818839448,0,2543106,58956,18426,12909.167512690356,197,197,2569,58956,0.4786764688534414,18426,0.8757885042935686,12909.167512690356,2.543106,0.09869903207259578,0.6122200830010289,0.11894083086714065,0.14712912026339942,0.22855883027683943,0.27173105377357576,0.20304418540539698,0.058817652,0.06962262197222222,0.20876297
3300060478_1027,3300060478_1027__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__,-,-,-,-,-,GCA_016869215.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__Z2-YC6860 sp016869215,81.75,0.64,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_945861855.1, s__Z2-YC6860 sp945861...",87.98,0.96025,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Z2-YC6860,s__,3300060478_1027__dereplicated_genomes,o__Rhizobiales,107,485,316,36,437,12,0,0,0,95.85,2.8,11,0.01303416814467488,0,4880071,112807,45316,31083.254777070062,157,157,4686,112807,0.648643021792101,45316,0.8849561819899752,31083.254777070062,4.880071,0.7276361288627782,0.9605180220828018,0.002125169098719172,0.009884104782573393,0.0004681199115137546,0.0023571214367986704,-0.5927580251351106,0.043550608500000004,0.056964792249999986,0.13207646
3300055390_516,3300055390_516__dereplicated_genomes,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__,-,-,-,-,-,GCA_017885175.1,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175,78.04,0.304,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002403075.1, s__SSS58A sp002403075...",65.34,0.88737,-,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__Krumholzibacteriales,f__Krumholzibacteriaceae,g__SSS58A,s__,3300055390_516__dereplicated_genomes,k__Bacteria,2993,147,91,38,107,2,0,0,0,78.88,2.2,11,0.01906081142889533,0,2249487,31079,9781,8270.172794117647,272,272,2057,31079,0.5868044580831097,9781,0.9178434905380649,8270.172794117647,2.249487,0.6525014026813543,0.9605180220828018,0.028306376690494784,0.048075909617189556,0.08706814658146536,0.11718605892096595,0.28884302864185774,0.011587680999999999,0.018517985775000006,0.09883387
3300067053_634,3300067053_634__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA3939;g__UBA3939;s__,-,-,-,-,-,GCA_002385705.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA3939;g__UBA3939;s__UBA3939 sp002385705,77.46,0.235,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,82.94,0.8782,-,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA3939,g__UBA3939,s__,3300067053_634__dereplicated_genomes,k__Bacteria,88,230,148,3,210,17,0,0,0,97.97,9.53,11,0.014425249159499665,0,6475942,123337,39390,23378.851985559566,277,277,4798,123337,0.6419449093274769,39390,0.8788886620664608,23378.851985559566,6.475942,0.8007675311879248,0.9605180220828018,0.00031996552661645565,0.009601841618471552,6.294025883887051e-05,0.002217164087207212,-0.6779055867567286,0.0285353905,0.03308053952777777,0.06646157
3300055390_318,3300055390_318__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,92.81,0.87662,-,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__RBG-16-64-13,f__RBG-16-64-13,g__,s__,3300055390_318__dereplicated_genomes,p__Actinobacteria,732,199,116,12,183,4,0,0,0,91.81,2.44,11,0.013183620234859169,0,2596332,261384,39707,24726.97142857143,105,105,2464,261384,0.6296644650992246,39707,0.9221971612259141,24726.97142857143,2.596332,0.09462592536353148,0.5955867066998747,0.07263035203785924,0.09661222706668335,0.20690041827459893,0.25085943065588767,0.21286890405404524,0.025063875,0.02882316084722222,0.08211219
3300060478_884,3300060478_884__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__BSN033;o__BSN033;f__UBA1163;g__JACAEX01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,66.06,0.86352,Genome has more than 14.2% of markers with multiple hits,d__Bacteria,p__Desulfobacterota_F,c__BSN033,o__BSN033,f__UBA1163,g__JACAEX01,s__,3300060478_884__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,48,171,26,2,0,0,79.92,6.82,11,0.016690318298262116,0,3731627,45782,7828,7121.425572519084,524,524,3676,45782,0.5091588735958873,7828,0.871173887422296,7121.425572519084,3.731627,0.4782833840555294,0.9528154520223513,0.0006829840585251337,0.009601841618471552,0.00017093919465451267,0.002217164087207212,0.6353318059459195,0.023953433,0.023410100416666666,0.05004691
3300060478_1073,3300060478_1073__dereplicated_genomes,d__Archaea;p__Asgardarchaeota;c__LC30;o__LC30;f__LC30;g__LC30;s__,-,-,-,-,-,GCA_019058495.1,d__Archaea;p__Asgardarchaeota;c__LC30;o__LC30;f__LC30;g__LC30;s__LC30 sp019058495,90.74,0.797,taxonomic classification defined by topology and ANI,-,-,85.51,0.95966,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Asgardarchaeota,c__LC30,o__LC30,f__LC30,g__LC30,s__,3300060478_1073__dereplicated_genomes,k__Archaea,207,149,107,23,121,4,1,0,0,82.24,5.14,11,0.010356346541072712,0,1619576,51940,11509,9098.741573033707,178,178,1751,51940,0.4630724337727899,11509,0.8579128117482601,9098.741573033707,1.619576,0.34569045134616505,0.8820444178629765,0.001991827209578165,0.009884104782573393,0.00042544599448812617,0.0023571214367986704,0.5956098817361238,0.0,0.006207041708333333,0.08776563
3300055390_64,3300055390_64__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_022865305.1, s__LD21 sp022865305, ...",73.27,0.92799,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__,3300055390_64__dereplicated_genomes,p__Bacteroidetes,350,316,210,69,242,5,0,0,0,78.07,1.67,11,0.015441055134845746,0,2455742,29709,9179,7746.820189274448,317,317,2267,29709,0.43007449479627746,9179,0.9264580725499666,7746.820189274448,2.455742,0.8075776238294631,0.9605180220828018,0.0042799735622345856,0.013983425073560325,0.0009617294371363211,0.0034930881839052587,0.5579922144217707,0.0073727945,0.010567228877777779,0.05009322
3300067053_1493,3300067053_1493__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__,-,-,-,-,-,GCA_016932715.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp016932715,81.18,0.605,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_022616105.1, s__UBA12294 sp0226161...",87.86,0.98202,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__UBA12294,s__,3300067053_1493__dereplicated_genomes,k__Bacteria,924,163,110,3,152,8,0,0,0,97.27,5.26,11,0.02025094160225564,0,5713728,112750,32306,20853.02189781022,274,274,5471,112750,0.5157142587116502,32306,0.8957981548999182,20853.02189781022,5.713728,0.31810700983063706,0.8796927370759939,0.5239863033346837,0.5378084839981885,0.6740422404489352,0.7088208327079712,0.07045583662188212,0.00661984035,0.0074822134972222214,0.029292809
3300055390_548,3300055390_548__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,74.62,0.72972,-,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__,g__,s__,3300055390_548__dereplicated_genomes,k__Bacteria,2258,188,117,44,138,6,0,0,0,75.44,4.27,11,0.03229665514632443,0,2637754,30778,9128,8041.932926829269,328,328,2513,30778,0.5318941796695219,9128,0.9298892163560363,8041.932926829269,2.637754,0.7388133040655851,0.9605180220828018,0.003347686450815707,0.0121090280756478,0.0010142178696887637,0.0035423979111875773,0.5554644438870782,0.011270850999999998,0.012061208763888887,0.035326924
3300060478_1156,3300060478_1156__dereplicated_genomes,d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DTFT01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,65.56,0.802,-,d__Bacteria,p__QNDG01,c__QNDG01,o__QNDG01,f__DTFT01,g__,s__,3300060478_1156__dereplicated_genomes,k__Bacteria,2993,147,91,41,105,1,0,0,0,77.6,0.55,11,0.020207130056265038,0,2474533,33662,9380,7956.697749196142,311,311,2256,33662,0.51596402230239,9380,0.9004494989559646,7956.697749196142,2.474533,0.4395087723797526,0.929582727653642,0.04837528139032745,0.07066423356675819,0.01860471791869889,0.0318512770768125,0.39753839239529115,0.0,0.001561811322222222,0.043815292
3300055390_880,3300055390_880__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__,-,-,-,-,-,GCA_016124745.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sp016124745,85.59,0.744,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_021802945.1, s__Thiobacillus sp021...",64.63,0.97118,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__Thiobacillus,s__,3300055390_880__dereplicated_genomes,c__Betaproteobacteria,235,419,211,115,295,9,0,0,0,75.37,2.84,11,0.01767878516663513,0,2224518,37841,9942,8001.863309352518,278,278,2433,37841,0.6230558709796908,9942,0.9129447367924197,8001.863309352518,2.224518,0.9051727634724002,0.9791981895430706,0.001583372523543699,0.00968119200109576,0.00040459501563555833,0.0023400900904326886,-0.5993078375675427,0.046383893,0.06741858562499999,0.1945073
