IDs,TOP2,TOP3,TOP4,MID2,MID3,MID4,BTM2,BTM3,BTM4,Gene_Product,Ortholog_ID,percent_id,taxonomy,
Ga0562388_21973961_2_127,0,0,0,477706,0,0,0,0,0,elongation factor Tu,KO:K02358,92.11,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;unclassified Acidobacteriaceae;Acidobacteriaceae bacterium URHE0068;Acidobacteriaceae bacterium URHE0068,
Ga0562388_00557184_3_1592,476902,0,0,0,0,0,0,0,0,alcohol dehydrogenase (cytochrome c),KO:K00114,88.83,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;unclassified Burkholderiales;Burkholderiales bacterium JOSHI_001;Burkholderiales sp. JOSHI_001,
Ga0562388_00328394_3712_4497,0,0,0,0,0,0,0,476848,0,phosphate acetyltransferase,KO:K00625,83.46,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium prunaredense;Mesorhizobium prunaredense STM4891,
Ga0562388_00337966_2964_4373,0,476632,0,0,0,0,0,0,0,F-type H+-transporting ATPase subunit beta,KO:K02112,92.11,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_00156275_3067_5676,476344,0,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,30.15,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfospira;Desulfospira joergensenii;Desulfospira joergensenii DSM 10085,
Ga0562388_00883003_241_639,0,0,0,0,0,0,475244,0,0,nitrogen regulatory protein P-II 2,KO:K04752,94.64,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis;Methylocystis sp. ATCC 49242;Methylocystis sp. Rockwell- ATCC 49242,
Ga0562388_25653312_3_539,0,0,0,0,0,475018,0,0,0,hypothetical protein,Hypo-rule applied,61.36,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 2_1_33B;Bacteroides sp. 2_1_33B,
Ga0562388_00014506_7771_8460,0,0,474876,0,0,0,0,0,0,phage shock protein A,KO:K03969,62.39,Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila;Caldilinea aerophila STL-6-O1- DSM 14535,
Ga0562388_01247216_142_2325,0,0,0,474813,0,0,0,0,0,pyruvate-orthophosphate dikinase,KO:K01006,62.67,Bacteria;Acidobacteria;Blastocatellia;unclassified Blastocatellia;unclassified Blastocatellia;Chloracidobacterium;Chloracidobacterium thermophilum;Chloracidobacterium thermophilum B,
Ga0562388_03750012_1_1350,0,0,0,0,0,474543,0,0,0,acetyl-CoA decarbonylase/synthase complex subunit beta,KO:K00193,84.44,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_02206675_1_603,0,0,0,0,0,474530,0,0,0,chaperonin GroEL,KO:K04077,73.87,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus;Syntrophus aciditrophicus SB,
Ga0562388_00740325_1272_2513,0,0,0,0,474254,0,0,0,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,73.26,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis;Thermanaerothrix daxensis GNS-1,
Ga0562388_00216670_2_1546,0,0,0,0,0,0,0,0,473901,molecular chaperone DnaK,KO:K04043,65.83,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Pyrinomonas;Pyrinomonas methylaliphatogenes;Pyrinomonas methylaliphatogenes K22,
Ga0562388_11963134_1_771,0,0,0,0,0,473547,0,0,0,molecular chaperone DnaK,KO:K04043,83.27,Bacteria;Acidobacteria;Vicinamibacteria;unclassified Vicinamibacteria;Vicinamibacteraceae;Luteitalea;Luteitalea pratensis;Luteitalea pratensis DSM 100886,
Ga0562388_00478069_1983_2558,0,0,0,473340,0,0,0,0,0,type VI secretion system secreted protein Hcp,KO:K11903,43.15,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;Schlegelella thermodepolymerans;Schlegelella thermodepolymerans DSM 15344,
Ga0562388_11098031_280_798,0,473243,0,0,0,0,0,0,0,aspartyl-tRNA synthetase,KO:K01876,93.57,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Ideonella;Ideonella sp. A 288;Ideonella sp. A 288,
Ga0562388_00656161_3_401,0,0,473166,0,0,0,0,0,0,phosphoglycerate kinase,KO:K00927,71.43,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rugosibacter;Rugosibacter aromaticivorans;Rugosibacter aromaticivorans PG1-Ca6,
Ga0562388_08497330_1_414,0,0,0,0,0,0,472962,0,0,transcription termination factor Rho,KO:K03628,88.97,Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Solibacteraceae;Candidatus Solibacter;Candidatus Solibacter usitatus;Candidatus Solibacter usitatus Ellin6076,
Ga0562388_06322589_247_1047,0,0,0,0,0,0,0,472433,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,75.19,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica;Levilinea saccharolytica DSM 16555,
Ga0562388_01220801_1_639,0,0,0,0,0,0,0,0,471585,methyl-coenzyme M reductase gamma subunit,KO:K00402,88.15,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula boonei;Methanoregula boonei 6A8,
Ga0562388_00143950_3_605,471555,0,0,0,0,0,0,0,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,84.74,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_19322226_161_616,0,0,0,471507,0,0,0,0,0,electron transfer flavoprotein beta subunit,KO:K03521,92.76,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus;Syntrophus aciditrophicus SB,
Ga0562388_18733957_2_625,0,0,0,0,471154,0,0,0,0,chaperonin GroEL,KO:K04077,84.65,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica;Levilinea saccharolytica DSM 16555,
Ga0562388_20632136_3_596,0,0,469768,0,0,0,0,0,0,type IV pilus assembly protein PilQ,KO:K02666,39.32,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiofilaceae;Thiofilum;Thiofilum flexile;Thiofilum flexile DSM 14609,
Ga0562388_04166652_1_1281,0,0,0,0,0,0,0,0,469757,hypothetical protein,Hypo-rule applied,51.53,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter argillaceus;Geobacter argillaceus ATCC BAA-1139,
Ga0562388_16026087_17_580,0,0,0,0,0,0,0,0,469565,single-strand DNA-binding protein,KO:K03111,47.62,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;unclassified Opitutus;Opitutus sp. Cag34,
Ga0562388_00374667_3148_4215,0,0,0,0,0,469008,0,0,0,multiple sugar transport system ATP-binding protein,KO:K10112,63.19,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis;Thermanaerothrix daxensis GNS-1,
Ga0562388_01387755_69_1697,0,0,0,0,0,0,468400,0,0,chaperonin GroEL,KO:K04077,78.37,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;Syntrophorhabdus aromaticivorans;Syntrophorhabdus aromaticivorans UI,
Ga0562388_00932394_3_2684,0,0,468289,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,40.93,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;Haloferula sp. BvORR071;Haloferula sp. BvORR071,
Ga0562388_01124413_832_2448,0,0,0,0,0,0,0,0,467896,phage tail sheath protein FI,COG3497,50.37,Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Labedaea;Labedaea rhizosphaerae;Labedaea rhizosphaerae DSM 45361,
Ga0562388_00228300_37_375,466805,0,0,0,0,0,0,0,0,nitrogen regulatory protein PII,COG0347,88.39,Bacteria;Verrucomicrobia;Spartobacteria;unclassified Spartobacteria;unclassified Spartobacteria;unclassified Spartobacteria;Spartobacteria bacterium LR76;Spartobacteria bacterium LR76,
Ga0562388_00021812_120_3200,0,0,466622,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,50.48,Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium cerasi;Ornithinimicrobium cerasi CPCC 203383,
Ga0562388_00104035_1084_2184,0,32924.7,0,0,0,378356,0,55289.5,0,D-xylose transport system substrate-binding protein,KO:K10543,75.47,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila;Anaerolinea thermophila UNI-1,
Ga0562388_03116367_3_1478,0,465883,0,0,0,0,0,0,0,chaperonin GroEL,KO:K04077,87.85,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_03177779_3_1463,0,0,0,465504,0,0,0,0,0,chaperonin GroEL,KO:K04077,80.86,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus;Syntrophus aciditrophicus SB,
Ga0562388_26981609_3_527,0,0,465217,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,58.47,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;Methylomicrobium lacus;Methylosarcina lacus LW14,
Ga0562388_18844186_1_624,464131,0,0,0,0,0,0,0,0,arylsulfatase A-like enzyme,COG3119,88.94,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium elkanii;Bradyrhizobium elkanii USDA 76,
Ga0562388_25919795_111_539,0,0,463901,0,0,0,0,0,0,adenylylsulfate reductase subunit A,KO:K00394,86.52,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfoglaeba;Desulfoglaeba alkanexedens;Desulfoglaeba alkanexedens ALDC,
Ga0562388_04163050_304_984,0,463663,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_01159469_3_173,0,0,366578,0,0,0,96574.8,0,0,chaperonin GroEL,KO:K04077,98.25,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;beta proteobacterium AAP65;Rubrivivax sp. AAP65,
Ga0562388_02578503_1_1623,0,0,462889,0,0,0,0,0,0,elongation factor G,KO:K02355,83.73,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalbus;Thioalbus denitrificans;Thioalbus denitrificans DSM 26407,
Ga0562388_00006118_5384_6334,0,0,0,0,462789,0,0,0,0,hypothetical protein,Hypo-rule applied,85.44,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter luteus;Methylobacter luteus IMV-B-3098,
Ga0562388_07059202_3_875,0,0,0,0,462759,0,0,0,0,ATP-binding cassette subfamily B protein,KO:K06147,63.85,Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae;Moorea;Moorea producens;Moorea producens 3L,
Ga0562388_02912348_1_1188,0,0,462140,0,0,0,0,0,0,ABC-type glycerol-3-phosphate transport system substrate-binding protein,COG1653,NA,NA,
Ga0562388_04232101_219_554,0,0,0,0,461937,0,0,0,0,TusE/DsrC/DsvC family sulfur relay protein,TIGR03342,90.99,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans;Sideroxydans lithotrophicus;Sideroxydans lithotrophicus ES-1,
Ga0562388_03877018_306_1328,0,461784,0,0,0,0,0,0,0,polyhydroxyalkanoate synthase,KO:K03821,84.75,Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;Candidatus Competibacteraceae;Candidatus Contendobacter;Candidatus Contendobacter odensis;Candidatus Contendobacter odensis Run_B_J11,
Ga0562388_00083114_5508_7142,0,0,0,0,0,0,461482,0,0,chaperonin GroEL,KO:K04077,85.61,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis;Thermanaerothrix daxensis GNS-1,
Ga0562388_21204622_70_591,0,0,0,0,0,0,0,461157,0,rubrerythrin,COG1592,86.21,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium puniceum;Clostridium puniceum BL70/20,
Ga0562388_01200136_920_2221,0,0,0,0,0,0,0,0,460201,enolase,KO:K01689,68.26,Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera;Sedimentisphaera salicampi;Sedimentisphaera salicampi ST-PulAB-D4 Reanalysis,
Ga0562388_00178122_2216_2461,0,0,459511,0,0,0,0,0,0,host factor-I protein,KO:K03666,96.3,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus DSM 505,
Ga0562388_00258912_2_2917,0,0,0,0,0,458858,0,0,0,DNA-directed RNA polymerase subunit beta',KO:K03046,90.07,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Ideonella;Ideonella sakaiensis;Ideonella sp. 201-F6,
Ga0562388_00000015_166994_168286,0,0,0,0,457837,0,0,0,0,adenylosuccinate synthase,KO:K01939,92.56,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_23141635_2_565,0,0,0,0,0,0,0,457634,0,S-adenosylmethionine synthetase,KO:K00789,71.81,Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi;Dehalococcoides mccartyi CBDB1,
Ga0562388_02617486_3_605,457576,0,0,0,0,0,0,0,0,class I fructose-bisphosphate aldolase,KO:K11645,81,Bacteria;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira meyeri;Leptospira meyeri sv. Hardjo Went 5,
Ga0562388_00682284_1960_3108,0,0,0,0,0,457485,0,0,0,alkylation response protein AidB-like acyl-CoA dehydrogenase,COG1960,86.02,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_00676865_2042_2809,0,0,0,0,0,0,0,457268,0,glutaconate CoA-transferase subunit B,KO:K01040,51.75,Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum reducens;Desulfotomaculum reducens MI-1,
Ga0562388_05538992_33_1115,0,0,0,0,456923,0,0,0,0,hypothetical protein,Hypo-rule applied,88.33,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatirhabdium;Desulfatirhabdium butyrativorans;Desulfatirhabdium butyrativorans DSM 18734,
Ga0562388_26647315_265_531,0,456792,0,0,0,0,0,0,0,Tfp pilus assembly protein PilN,COG3166,NA,NA,
Ga0562388_09002037_2_751,0,0,0,0,0,0,0,456751,0,F-type H+-transporting ATPase subunit beta,KO:K02112,77.42,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;unclassified Opitutaceae;Opitutaceae bacterium TSB47;Opitutaceae bacterium TSB47,
Ga0562388_01085307_1680_2423,0,455916,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_01385531_932_2206,0,0,0,455678,0,0,0,0,0,ribose transport system substrate-binding protein,KO:K10439,62.35,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Prosthecomicrobium;Prosthecomicrobium pneumaticum;Prosthecomicrobium pneumaticum DSM 16268,
Ga0562388_28766754_1_513,0,0,0,0,0,0,0,0,455672,general secretion pathway protein D,KO:K02453,71.35,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_05138496_3_1121,0,0,455591,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,47.08,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter argillaceus;Geobacter argillaceus ATCC BAA-1139,
Ga0562388_06909021_2_1003,0,0,0,0,0,0,0,455480,0,immune inhibitor A,KO:K09607,34.51,Bacteria;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Microbispora;Microbispora rosea;Microbispora rosea nonnitritogenes NRRL B-2631,
Ga0562388_03637003_329_1366,0,0,0,0,0,0,0,455251,0,tetrahydromethanopterin S-methyltransferase subunit H,KO:K00584,85.51,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula boonei;Methanoregula boonei 6A8,
Ga0562388_00277718_4196_4558,0,0,0,0,0,0,0,454872,0,RNA recognition motif-containing protein,COG0724,72.32,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_10052328_219_836,0,0,453171,0,0,0,0,0,0,DNA-directed RNA polymerase subunit beta,KO:K03043,73.2,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter;Vulgatibacter incomptus;Vulgatibacter incomptus DSM 27710,
Ga0562388_00543935_2281_3507,0,0,453033,0,0,0,0,0,0,uroporphyrinogen III methyltransferase/synthase,KO:K13542,62.13,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_28951826_108_512,0,0,452485,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00300358_1669_2787,0,0,0,0,0,0,0,452344,0,branched-chain amino acid transport system substrate-binding protein,KO:K01999,65.23,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Geminicoccus;Geminicoccus roseus;Geminicoccus roseus DSM 18922,
Ga0562388_25878151_1_537,0,0,451424,0,0,0,0,0,0,DNA-directed RNA polymerase subunit beta',KO:K03046,90.5,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_09236955_173_781,0,451239,0,0,0,0,0,0,0,translation elongation factor P/translation initiation factor 5A,COG0231,49.01,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa;Thiocapsa roseopersicina;Thiocapsa roseopersicina DSM 217,
Ga0562388_03435714_2_748,0,0,0,0,451040,0,0,0,0,chaperonin GroEL,KO:K04077,77.11,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Candidatus Koribacter;Candidatus Koribacter versatilis;Candidatus Koribacter versatilis Ellin345,
Ga0562388_01639729_303_1925,0,0,0,0,0,0,0,0,450668,chaperonin GroEL,KO:K04077,72.61,Bacteria;Chloroflexi;Dehalococcoidia;unclassified Dehalococcoidia;unclassified Dehalococcoidia;Dehalogenimonas;Dehalogenimonas sp. WBC-2;Dehalogenimonas sp. WBC-2,
Ga0562388_00155603_3_3524,0,0,0,0,0,449613,0,0,0,glutamate synthase (NADPH/NADH) large chain,KO:K00265,71.11,Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Anaerohalosphaeraceae;Anaerohalosphaera;Anaerohalosphaera lusitana;Phycisphaerae bacterium ST-NAGAB-D1,
Ga0562388_14967645_55_693,0,449495,0,0,0,0,0,0,0,elongation factor Tu,KO:K02358,95.28,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum miyakonense;Methylovulum miyakonense HT12,
Ga0562388_00387916_3_4145,0,0,0,449476,0,0,0,0,0,monomeric type NADP-dependent isocitrate dehydrogenase/aconitate hydratase 2,TIGR00178/TIGR00117,79.1,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans;Sideroxydans lithotrophicus;Sideroxydans lithotrophicus ES-1,
Ga0562388_00535212_1172_2800,447677,0,0,0,0,0,0,0,0,chaperonin GroEL,KO:K04077,71.62,Bacteria;Chloroflexi;Dehalococcoidia;unclassified Dehalococcoidia;unclassified Dehalococcoidia;Dehalogenimonas;Dehalogenimonas lykanthroporepellens;Dehalogenimonas lykanthroporepellens BL-DC-9,
Ga0562388_04691049_2_1210,447123,0,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,40.59,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;Betaproteobacteria bacterium GR16-43;Betaproteobacteria bacterium GR16-43,
Ga0562388_04196314_2_1276,0,0,0,0,446966,0,0,0,0,pyruvate-orthophosphate dikinase,KO:K01006,76.47,Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta;Thermogutta terrifontis;Thermogutta terrifontis R1,
Ga0562388_01775153_719_1660,0,0,0,0,446844,0,0,0,0,curli biogenesis system outer membrane secretion channel CsgG,COG1462,65.66,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Leptothrix;Leptothrix sp. C29;Leptothrix sp. C29,
Ga0562388_08226605_3_920,0,0,0,0,0,0,0,0,446668,hypothetical protein,Hypo-rule applied,47.77,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5;Anaeromyxobacter sp. Fw109-5,
Ga0562388_09245016_1_870,0,0,0,0,0,444865,0,0,0,chaperonin GroEL,KO:K04077,82.76,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica;Levilinea saccharolytica DSM 16555,
Ga0562388_00456574_3012_3824,0,0,0,443701,0,0,0,0,0,dipeptide transport system substrate-binding protein,KO:K12368,84.46,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;Pseudolabrys sp. Root1462;Pseudolabrys sp. Root1462,
Ga0562388_17845357_2_640,0,0,0,0,0,0,0,443323,0,photosystem II stability/assembly factor-like uncharacterized protein,COG4447,60.09,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Chromatocurvus;Chromatocurvus halotolerans;Chromatocurvus halotolerans DSM 23344,
Ga0562388_14388896_3_707,443111,0,0,0,0,0,0,0,0,V/A-type H+-transporting ATPase subunit C,KO:K02119,85.9,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_13628996_3_725,0,0,0,0,0,0,0,443107,0,methyl-accepting chemotaxis protein,KO:K03406,71.97,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Candidatus Magnetomorum;Candidatus Magnetomorum sp. HK-1;Candidatus Magnetomorum sp. HK-1,
Ga0562388_04161592_61_1281,0,0,443083,0,0,0,0,0,0,transposase,KO:K07485,87.96,Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Gordoniaceae;Gordonia;Gordonia bronchialis;Gordonia bronchialis 3410- DSM 43247,
Ga0562388_00009369_42_2462,0,0,0,0,0,0,0,0,442945,hypothetical protein,Hypo-rule applied,29.54,Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Actinopolymorphaceae;Actinopolymorpha;Actinopolymorpha alba;Actinopolymorpha alba DSM 45243,
Ga0562388_25232545_3_500,0,0,0,0,442104,0,0,0,0,chaperonin GroEL,KO:K04077,80.72,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_08831012_3_830,0,0,0,0,0,0,441901,0,0,sulfite reductase alpha subunit,KO:K11180,78.39,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_20816902_117_596,0,441640,0,0,0,0,0,0,0,chaperonin GroEL,KO:K04077,76.88,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;unclassified Acidobacteriaceae;Acidobacteriaceae bacterium KBS 96;Acidobacteriaceae bacterium KBS 96- DSM 24297,
Ga0562388_09269265_3_869,0,441275.6,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,51.35,Bacteria;Acidobacteria;Vicinamibacteria;unclassified Vicinamibacteria;Vicinamibacteraceae;Luteitalea;Luteitalea pratensis;Luteitalea pratensis DSM 100886,
Ga0562388_28620756_3_515,0,440608.8,0,0,0,0,0,0,0,signal transduction histidine kinase,COG0642,63.53,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula;Desulfobacula toluolica;Desulfobacula toluolica Tol2,
Ga0562388_05707755_33_350,440506,0,0,0,0,0,0,0,0,large subunit ribosomal protein L24,KO:K02895,75.96,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuricella;Sulfuricella sp. T08;Sulfuricella sp. T08,
Ga0562388_25980191_10_537,440251,0,0,0,0,0,0,0,0,general secretion pathway protein F,KO:K02455,58.05,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetoovum;Candidatus Magnetoovum chiemensis;Candidatus Magnetoovum chiemensis CS-04,
Ga0562388_13553876_2_727,0,0,0,0,0,0,440106,0,0,hypothetical protein,Hypo-rule applied,51.18,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_22854586_1_570,0,0,0,0,0,0,0,0,439928,hypothetical protein,Hypo-rule applied,45.79,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
